Key,brazilian
AmmoBundleBaseTier3,Instruções de elaboração (Nível 3)
AmmoBundleBaseTier3Desc,Converta estas instruções no pacote de artesanato de sua escolha
AmmoBundleBaseTier4,Instruções de elaboração (Nível 4)
AmmoBundleBaseTier4Desc,Converta estas instruções no pacote de artesanato de sua escolha
AmmoBundleBaseTier5,Instruções de elaboração (Nível 5)
AmmoBundleBaseTier5Desc,Converta estas instruções no pacote de artesanato de sua escolha
AmmoBundleShellTier1,Fabricação de munição de cartucho de espingarda (50)
AmmoBundleShellTier2,Fabricação de munição de cartucho de espingarda (70)
AmmoBundleShellTier3,Fabricação de munição de cartucho de espingarda (90)
AmmoBundleShellTier4,Fabricação de munição de cartucho de espingarda (110)
AmmoBundleShellTier5,Fabricação de munição de cartucho de espingarda (130)
AmmoBundleTurretTier1,Fabricação de munição de torre robótica (200)
AmmoBundleTurretTier2,Fabricação de munição de torre robótica (250)
AmmoBundleTurretTier3,Fabricação de munição de torre robótica (300)
AmmoBundleTurretTier4,Fabricação de munição de torre robótica (350)
AmmoBundleTurretTier5,Fabricação de munição de torre robótica (400)
ammoJunkTurretShock,Munição de choque de torre robótica
ammoJunkTurretShockDesc,[88bf97]SOMENTE TECHNOGEEK[-]\nLigeira variação da munição básica da Torre de Sucata.\n\nEle chocará qualquer inimigo atingido.\n\nA receita produzirá 20 munições por vez
ammoNapalm,Napalm é combustível para o lança-chamas
ammoNapalmDesc,Prepare um lote deste material proibido pela convenção de Genebra para abastecer seu lança-chamas
animalZombieDog2,Cachorro Zumbi
animalZombieVultureBoss,Abutre Zumbi (Chefe)
animalZombieVultureRadiatedBoss,Abutre Zumbi Radiado (Chefe)
apparelCigarDesc,Pareça intimidante e consiga um negócio melhor com os traders. Também aumenta sua sorte. Seu estágio de saque aumentou em [97de9e]10%[-]
apparelCoatJacketLetterZU,Jaqueta universitária
apparelCoatJacketLetterZUDesc,Sinta-se como um atleta profissional com esta jaqueta universitária.\n\nUsada para criar um mod do mesmo tipo
apparelRunningShoesHP,Tênis de corrida de alto desempenho
apparelRunningShoesHPDesc,"Você não precisa ser o mais rápido, apenas não precisa ser o mais lento.\n\nUsado para criar um mod do mesmo tipo"
AreaRug10_1x4_Offset,Tapete de área
armorAssassinBootsDesc,"Armadura Pesada\nSilencioso, mas mortal.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Fique escondido mais rápido."
armorAssassinGlovesDesc,Armadura Pesada\nDestreza é a chave para liberar sua fúria.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Esconda-se mais rápido.
armorAssassinHelmetDesc,Armadura Pesada\nEles nunca verão isso chegando.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Fique escondido mais rápido.
armorAssassinOutfitDesc,"Armadura Pesada\nMova-se sem ser visto, ouvido e ileso.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Fique escondido mais rápido."
armorAthleticBootsDesc,"Armadura Leve\nVocê não precisa ser o mais rápido, apenas não precisa ser o mais lento.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Use menos comida e água."
armorAthleticGlovesDesc,Armadura Leve\nAderência mais forte que não desgasta você.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Use menos comida e água.
armorAthleticHelmetDesc,Armadura Leve\nPrepare-se para conseguir um acordo melhor.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Use menos comida e água.
armorAthleticOutfitDesc,Armadura Leve\nO atletismo aumenta o vigor na batalha.\n\nRepare com um kit de armadura.\n\nBônus do conjunto completo: use menos comida e água.
armorBikerBootsDesc,Armadura Pesada\nNada é mais incrível do que um par de botas de motociclista de couro.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: A classificação da armadura foi aumentada. Minibikes e motocicletas consomem menos combustível.
armorBikerGlovesDesc,Armadura Pesada\nMelhore seu soco e fique feio fazendo isso também.\n\nRepare com um Kit de Armadura.\n\nBônus do conjunto completo: A classificação da armadura foi aumentada. Minibikes e motocicletas consomem menos combustível.
armorBikerHelmetDesc,Armadura Pesada\nReceba um golpe enquanto parece intimidador ao mesmo tempo.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: A classificação da armadura é aumentada. Minibikes e motocicletas consomem menos combustível.
armorBikerOutfitDesc,Armadura Pesada\nParece um durão.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: A classificação da armadura foi aumentada. Minibikes e motocicletas consomem menos combustível.
armorCommandoBootsDesc,Armadura Pesada\nEsses chutadores de fibra de carbono fazem você parecer durão.\n\nRepare com um kit de armadura.\n\nBônus do conjunto completo: itens de recuperação funcionam mais rápido.
armorCommandoGlovesDesc,Armadura Pesada\nProteja seu dedo no gatilho e alivie a dor.\n\nRepare com um kit de armadura.\n\nBônus do conjunto completo: itens de recuperação funcionam mais rápido.
armorCommandoHelmetDesc,Armadura Leve\nProteja seu crânio de ataques.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Os itens de recuperação funcionam mais rápido.
armorCommandoOutfitDesc,Armadura Pesada\nComandos verdadeiros resistem sem vacilar.\n\nRepare com um kit de armadura.\n\nBônus do conjunto completo: itens de recuperação funcionam mais rápido.
armorEnforcerBootsDesc,"Armadura Leve\nPersiga esses punks como um policial de homicídios durão.\n\nRepare com um kit de armadura.\n\nBônus de conjunto completo: munição 0,44 causa mais dano e Magnum 0,44 e Desert Vulture recarregam mais rápido."
armorEnforcerGlovesDesc,"Armadura leve\nUm verdadeiro condutor usa luvas.\n\n\Repare com um kit de armadura.\n\nBônus de conjunto completo: munição 0,44 causa mais dano e Magnum 0,44 e Desert Vulture recarregam mais rápido."
armorEnforcerHelmetDesc,Armadura leve\nParece um chefe com esta roupa.\n\n\Repare com um kit de armadura.\n\nBônus do conjunto completo: munição .44 causa mais dano e Magnum .44 e Desert Vulture recarregam mais rápido.
armorEnforcerOutfitDesc,"Armadura leve\nMateriais elegantes, leves e respiráveis que aguentam uma surra.\n\nRepare com um kit de armadura.\n\nBônus do conjunto completo: munição .44 causa mais dano e Magnum .44 e Desert Vulture recarregam mais rápido."
armorFarmerBootsDesc,Armadura Média\nNada supera um par de botas confortáveis no campo.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Ganhe mais saúde e resistência com a comida.
armorFarmerGlovesDesc,Armadura Leve\nControle-se e atire em tudo que se move.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Ganhe mais saúde e resistência com a comida.
armorFarmerHelmetDesc,Armadura Leve\nMantenha o sol longe de seus olhos e sobre o prêmio.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Ganhe mais saúde e resistência com a comida.
armorFarmerOutfitDesc,Armadura Leve\nEstar pronto para a quadrilha não é tudo o que esses macacões servem.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Ganhe mais saúde e resistência com a comida.
armorLumberjackBootsDesc,Armadura Leve\nO suporte de tornozelo ajustado evita fadiga rápida na floresta.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Use menos resistência ao usar machados.
armorLumberjackGlovesDesc,Armadura Leve\nQuem disse que um machado é uma arma terrível?\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Use menos resistência ao usar machados.
armorLumberjackHelmetDesc,Armadura Leve\nSeja o chefe da madeireira.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Use menos resistência ao usar machados.
armorLumberjackOutfitDesc,"Armadura Leve\nCom um colete cheio de bolsos, você terá espaço para isso.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Use menos resistência ao usar machados."
armorMinerBootsDesc,Armadura média\nEssas botas com biqueira de aço mantêm seus pés protegidos.\n\nRepare com um kit de armadura.\n\nBônus do conjunto completo: Reduz a degradação das ferramentas de mineração.
armorMinerGlovesDesc,Armadura média\nQuebre pedras como um profissional com estas luvas.\n\nRepare com um kit de armadura.\n\nBônus do conjunto completo: Reduz a degradação das ferramentas de mineração.
armorMinerHelmetDesc,Armadura Pesada\nIlumine o caminho para maiores rendimentos.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Reduz a degradação das ferramentas de mineração.
armorMinerOutfitDesc,Armadura Média\nO ajuste ergonômico irá mantê-lo minerando a noite toda sem se cansar.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Reduz a degradação das ferramentas de mineração.
armorNerdBootsDesc,Armadura Média\nProteção com elasticidade no passo.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Ferramentas e Armas degradam mais lentamente.
armorNerdGlovesDesc,Armadura Pesada\nProteja aquelas mãos frias e úmidas dos elementos e torne-se um intelectual durão.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Ferramentas e Armas degradam mais lentamente.
armorNerdHelmetDesc,"Armadura Leve\nVocê pode não ganhar nenhuma data, mas vencerá ao aumentar o nível de suas habilidades.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Ferramentas e Armas degradam mais lentamente."
armorNerdOutfitDesc,Armadura Média\nSua falta de senso de moda permite que você se concentre em suas invenções.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Ferramentas e Armas degradam mais lentamente.
armorNomadBootsDesc,Armadura Pesada\nViajantes experientes sabem a importância de calçados adequados.\n\nRepare com um kit de armadura.\n\nBônus de conjunto completo: reduz os custos de recuperação de resistência.
armorNomadGlovesDesc,"Armadura Média\nIntegradas com materiais que absorvem radiação, essas luvas são capazes de causar maior dano corpo a corpo em inimigos irradiados.\n\nRepare com um Kit de Armadura.\n\nBônus de Conjunto Completo: Reduz os custos de recuperação de resistência."
armorNomadHelmetDesc,"Armadura Pesada\nProtegido contra as condições severas do deserto, este capacete permite que o Nômade vague mais longe.\n\nRepare com um Kit de Armadura.\n\nBônus de Conjunto Completo: Reduz os custos de recuperação de resistência."
armorNomadOutfitDesc,Armadura Pesada\nA vida nômade significa carregar tudo com você.\n\nRepare com um kit de armadura.\n\nBônus de conjunto completo: reduz os custos de recuperação de resistência.
armorPreacherBootsDesc,Armadura Leve\nVocê não pode arrasar pelo Senhor se estiver morto!\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Reduz a chance de ferimentos críticos
armorPreacherGlovesDesc,Armadura Média\nDestrua seu inimigo.\n\nRepare com um Kit de Armadura.\n\nBônus de Conjunto Completo: Reduz a chance de ferimentos críticos.
armorPreacherHelmetDesc,"Armadura Leve\nObtida por meio de atos de bondade, justiça e feitos heróicos, a reputação positiva do Pregador é muito respeitada pela comunidade comercial.\n\nRepare com um Kit de Armadura.\n\nBônus de Conjunto Completo: Reduz a chance de ferimentos críticos."
armorPreacherOutfitDesc,"Armadura Leve\nAbençoado pelo Senhor, esses fios irão mantê-lo protegido do mal.\n\nRepare com um Kit de Armadura\n\nBônus de Conjunto Completo: Reduz a chance de ferimentos críticos."
armorPrimitiveBootsDesc,Proteja seus pés a cada passo para garantir sua sobrevivência.
armorPrimitiveGlovesDesc,"Projetadas para melhorar a aderência básica, mas essas luvas também podem evitar alguns dedos sangrentos."
armorPrimitiveHelmetDesc,"Fino e leve, mas protege você de pequenos arranhões."
armorPrimitiveOutfitDesc,"Pode causar coceira, mas pelo menos você não está nu."
armorRaiderBootsDesc,Armadura Pesada\nAs solas que absorvem choques suavizarão suas quedas.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Reduz a chance de ferimentos críticos.
armorRaiderGlovesDesc,Armadura Pesada\nAs placas de metal aumentam o impulso do seu golpe.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Reduz a chance de ferimentos críticos.
armorRaiderHelmetDesc,"Armadura Pesada\nO caos da batalha pode ser chocante, mas este capacete o deixará inabalável.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Reduz a chance de ferimentos críticos."
armorRaiderOutfitDesc,Armadura Pesada\nUma defesa quase impenetrável vale seu peso.\n\nRepare com um Kit de Armadura.\n\nBônus de Conjunto Completo: Reduz a chance de ferimentos críticos.
armorRangerBootsDesc,Armadura média\nCobre mais terreno e permanece na luta por mais tempo.\n\nReapir com um kit de armadura.\n\nBônus de conjunto completo: recarregue mais rápido com revólveres e rifles de ação de alavanca.
armorRangerGlovesDesc,Armadura média\nMate vermes com maior aderência e precisão.\n\nRepare com um kit de armadura.\n\nBônus do conjunto completo: recarregue mais rápido com revólveres e rifles de ação de alavanca.
armorRangerHelmetDesc,"Armadura média\nRangers são negociadores implacáveis, especialmente quando usam um chapéu bem feito.\n\nRepare com um kit de armadura.\n\nBônus do conjunto completo: recarregue mais rápido com revólveres e rifles de ação de alavanca."
armorRangerOutfitDesc,Armadura média\nUm espanador de couro resistente que mantém você na luta por mais tempo.\n\nRepare com um kit de armadura.\n\nBônus do conjunto completo: recarregue mais rápido com revólveres e rifles de ação de alavanca.
armorRogueBootsDesc,"Armadura leve\nProjetadas para resistir a impactos severos, essas botas protegem você contra danos de queda.\n\nRepare com um kit de armadura.\n\nBônus do conjunto completo: encontre mais dinheiro e duques no saque."
armorRogueGlovesDesc,Armadura média\nO tempo é tudo ao arrombar fechaduras.\n\nRepare com um kit de armadura.\n\nBônus do conjunto completo: encontre mais dinheiro e duques no saque.
armorRogueHelmetDesc,Armadura Leve\nUm ladrão astuto sempre sabe onde procurar.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Encontre mais dinheiro e duques no saque.
armorRogueOutfitDesc,Armadura Leve\nOs ladrões sabem como entrar e sair sem serem detectados.\n\nRepare com um kit de armadura.\n\nBônus do conjunto completo: encontre mais dinheiro e duques no saque.
armorScavengerBootsDesc,Armadura Leve\nResgate por mais tempo com estas botas personalizadas.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Encontre itens de melhor qualidade.
armorScavengerGlovesDesc,Armadura média\nProteja os nós dos dedos e concentre-se em seus esforços de salvamento.\n\nRepare com um kit de armadura.\n\nBônus do conjunto completo: encontre itens de melhor qualidade.
armorScavengerHelmetDesc,Armadura Leve\nVocê certamente aprenderá algo desmontando tudo isso.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Encontre itens de melhor qualidade.
armorScavengerOutfitDesc,Armadura Leve\nBolsos profundos ajudam a levar as mercadorias para casa.\n\nRepare com um Kit de Armadura.\n\nBônus do Conjunto Completo: Encontre itens de melhor qualidade.
armorT1,Trajes de nível 1
armorT2,Trajes de nível 2
armorT3,Trajes de nível 3
armorT4,Trajes de nível 4
AssaultRifle01_FR,AK-74
AssaultRifle01_FRDesc,"Você tinha o AK-47.  Este é o 74. Não pergunte, é melhor, ok?"
AssaultRifle01_FRSchematic,Esquema AK-74
AssaultRifle02_FR,Rifle de assalto tipo 56
AssaultRifle02_FRDesc,"O rifle de assalto tipo 56 - basicamente uma cópia chinesa do AK 47, mas por incrível que pareça, na verdade melhor.  Aqui está estranhamente melhor!"
AssaultRifle02_FRSchematic,Esquema do rifle de assalto tipo 56
attCharacterBuildName,Percepção
attCharacterBuildNameDesc,Percepção é a medida de sua consciência sensorial
attCharacterBuildNameName,Atributo: Percepção
attfortitude,Genética
attFortitudeRank01Desc,Frágil
attFortitudeRank01LongDesc,"Você não é muito durável ou saudável, mas pelo menos está vivo"
attFortitudeRank02Desc,Doentio
attFortitudeRank02LongDesc,Você se sente um pouco melhor do que antes
attFortitudeRank03Desc,Insalubre
attFortitudeRank03LongDesc,Você continua a desafiar a gravidade e continua de pé
attFortitudeRank04Desc,Enfraquecido
attFortitudeRank04LongDesc,Você está começando a se sentir como uma pessoa normal
attFortitudeRank05Desc,Resistente
attFortitudeRank05LongDesc,Você está com boa saúde
attFortitudeRank06Desc,Saudável
attFortitudeRank06LongDesc,Você é muito saudável
attFortitudeRank07Desc,Vigoroso
attFortitudeRank07LongDesc,Você tem saúde vigorosa
attFortitudeRank08Desc,Resiliente
attFortitudeRank08LongDesc,Você é tão resiliente quanto eles vêm
attFortitudeRank09Desc,Cara durão
attFortitudeRank09LongDesc,Você é um filho da puta durão
attFortitudeRank10Desc,Genética Incrível
attFortitudeRank10LongDesc,Sua maquiagem é sem precedentes
auth_ModVersionMismatch,Modificações: {0}
authstate_customversion,Aguardando verificação de versão...
autoTurret,Torre automática SMG
autoTurretDesc,"Ótima maneira de usar aquelas pilhas de munição de 9 mm que estão por aí!\n\nRepare com ferro forjado, peças mecânicas e peças elétricas."
Ayesoar_Mansion_by_MPLogue,Mansão Ayesoar (MPLogue)
BackpackNPC,Mochila NPC
Baslica_Cistern_by_MPLogue,Cisterna da Basílica (MPLogue)
batterybank,Banco de baterias
BatteryChargerUnit,Unidade de carregador de bateria VM
BeetleRestorationTool,Ferramenta de restauração de besouro VM
BelAirDamaged,VM Chevy BelAir velho danificado 
BigBuggyRestorationTool,Ferramenta de restauração de VM Big Buggy
BigRig2RestorationTool,Ferramenta de restauração VM Big Rig 2
BigRigDamaged,VM Big Rig 1 danificada
BigRigShell,Concha VM Big Rig 1
BiomeProtection_burnt_forestDesc,"Quando você tem este buff ativo, você não pode entrar no bioma [78579c]Floresta Queimada[-] sem [c78787]sofrer gradualmente de doenças[-]\n\nExpurgue 75% do bioma [b59b72]Wasteland[-] para receber o esquema de um dispositivo estabilizador de bioma florestal queimado que neutraliza esses efeitos.\n\nObservação: [d0d1a3]Desativado até você atingir o nível de jogador 5[-]."
BiomeProtection_burnt_forestName,Perigo ([78579c]Floresta Queimada[-])
BiomeProtection_desertDesc,"Quando você tem este buff ativo, você não pode entrar no bioma [c9c997]Deserto[-] sem [c78787]sofrer gradualmente de doenças[-]\n\nExpurgue 75% do bioma [77b888]Floresta de Pinheiros[-] para receber o esquema de um dispositivo estabilizador de bioma desértico que neutraliza esses efeitos.\n\nObservação: [d0d1a3]Desativado até você atingir o nível de jogador 5[-]."
BiomeProtection_desertName,Perigo ([c9c997]Deserto[-])
BiomeProtection_snowDesc,"Quando você tem esse buff ativo, você não pode entrar no bioma [999999]Neve[-] sem [c78787]sofrer gradualmente de doenças[-]\n\nExpurgue 75% do bioma [c9c997]Deserto[-] para receber o esquema para um dispositivo estabilizador de bioma de neve que neutraliza esses efeitos.\n\nObservação: [d0d1a3]Desativado até você atingir o nível de jogador 5[-]."
BiomeProtection_snowName,Perigo ([999999]Neve[-])
BiomeProtection_wastelandDesc,"Quando você tem esse buff ativo, você não pode entrar no bioma [b59b72]Wasteland[-] sem [c78787]sofrer gradualmente de doenças[-]\n\nExpurgue 75% do bioma [999999]Neve[-] para receber o esquema para obter um dispositivo estabilizador de bioma de terreno baldio que contrarie esses efeitos.\n\nObservação: [d0d1a3]Desativado até você atingir o nível de jogador 5[-]."
BiomeProtection_wastelandName,Perigo ([b59b72]Terras devastadas[-])
bladeTrap,Armadilha de Lâmina
bladeTrapDesc,Ele corta e corta; faz Zombie Hash em segundos!\nRepare com Forged Steel.
blockcommand_ActivateLootGathering,Ativar reunião
blockcommand_cancel,Cancelar
blockcommand_DeactivateLootGathering,Desativar reunião
blockcommand_Repair,Reparar
blockcommand_Siphon,Sifão
blockcommand_TEFeatureSignable:take,Pegar
BlueEvoDamaged,VM EVO azul danificado
BlueEvoHalfWreck,Naufrágio VM EVO Azul
BlueEvoShell,Concha VM EVO Azul
BlueSedanDamaged,Sedan VM azul danificado 
BoxTruckRedRestorationTool,Ferramenta de restauração vermelha VM Box Truck
BridgeHouse_by_MPLogue,Bridger AirBnB (MPLogue)
Briston_POI_FR,Briston
BrownJeepRestorationTool,Ferramenta de restauração de jipe VM Brown
BrownQuadRestorationTool,Ferramenta de restauração de quadriciclo VM marrom
BrownSedanDamaged,Sedan VM marrom danificado 
buffAnimalTrackerAcquiredDesc,"Você encontrou trilhas.\nSe você caminhar ou correr, acabará perdendo a trilha."
buffArmSprainedDesc,"Seu braço está torcido, diminuindo a velocidade de manuseio, recarga e golpe da arma. Isso levará algum tempo para curar.\nOutros acertos críticos podem resultar em um braço quebrado.\n\nSua saúde máxima é reduzida em {cvar(.ArmHurtHealthBlockage:0.0)}."
buffDysentery01GetBetterDesc,"Você se sente mal do estômago e tem diarréia. Seus sintomas são reduzidos com medicamentos.\n\nA diarreia afeta sua mobilidade e reduz periodicamente\nÁgua 7,5%\nComida 2,5%"
buffDysentery01GetBetterDesc,"Você se sente mal do estômago e tem diarréia. Seus sintomas são reduzidos com remédios.\n\nA diarreia afeta a regeneração da resistência e reduz periodicamente\nÁgua 7,5%\nComida 2,5%\nToda a água e alimentos consumidos além do limite normal são perdidos."
buffDysentery01UntreatedDesc,"Você se sente mal do estômago e tem diarréia. O chá Goldenrod pode ajudar.\n\nA diarreia afeta sua mobilidade e reduz periodicamente\nÁgua 7,5%\nComida 2,5%"
buffLegSprainedDesc,Sua perna está torcida e você fica mais lento. Isso levará algum tempo para curar.\nOutros acertos críticos podem resultar em uma perna quebrada.\n\nSua saúde máxima é reduzida em {cvar(.LegHurtHealthBlockage:0.0)}.
buffNPCModFullControlModeDisplayDesc,"Quando você emitir este comando, seus Sobreviventes contratados só atacarão hostis se:\n • Você foi atacado\n • Você atacou\n • Eles foram atacados\n • Um companheiro Sobrevivente/Companheiro for atacado"
buffNPCModFullControlModeDisplayName,Modo de controle total (comando NPC)
buffNPCModHaltDisplayDesc,"Quando você emitir este comando, seus Sobreviventes e Companheiros contratados pararão de atacar e se concentrarão em segui-lo."
buffNPCModHaltDisplayName,Parar (Comando NPC)
buffNPCModHuntingModeDisplayDesc,"Quando você emitir este comando, seus sobreviventes contratados atacarão todos os inimigos à vista."
buffNPCModHuntingModeDisplayName,Modo de caça (comando NPC)
buffNPCModResumeDisplayDesc,"Quando você emitir este comando, seus Sobreviventes e Companheiros contratados irão atacar."
buffNPCModResumeDisplayName,Prosseguir (Comando NPC)
buffPerkAnimalTrackerLostTooltip,Os rastros desapareceram.
buffRadiation01GetBetterDesc,Você tem um envenenamento por radiação de estágio 1 tratado
buffRadiation01GetBetterName,Envenenamento por radiação tratado (estágio 1)
buffRadiation01UntreatedDesc,"Você tem envenenamento por radiação.\n\nTrate-o com o remédio Azul da Prússia.\n\nSe não for tratado, pode causar radiação severa que pode causar a morte."
buffRadiation01UntreatedName,Envenenamento por radiação (estágio 1)
buffRadiation01UntreatedTooltip,Você está sofrendo de envenenamento por radiação. Tome um remédio azul da Prússia para ligar os isótopos de radiação e eliminá-los do seu corpo.
buffRadiation02GetBetterDesc,Você tem um envenenamento por radiação de estágio 2 tratado
buffRadiation02GetBetterName,Envenenamento por radiação tratado (estágio 2)
buffRadiation02UntreatedDesc,"Você tem envenenamento por radiação.\n\nTrate-o com o remédio Azul da Prússia.\n\nSe não for tratado, pode causar radiação severa que pode causar a morte."
buffRadiation02UntreatedName,Envenenamento por radiação (estágio 2)
buffRadiation02UntreatedTooltip,Você está sofrendo de envenenamento por radiação. Tome um remédio azul da Prússia para ligar os isótopos de radiação e eliminá-los do seu corpo.
buffRadiation03GetBetterDesc,Você tem um envenenamento por radiação de estágio 3 tratado
buffRadiation03GetBetterName,Envenenamento por radiação tratado (estágio 3)
buffRadiation03UntreatedDesc,"Você tem envenenamento por radiação.\n\nTrate-o com o remédio Azul da Prússia.\n\nSe não for tratado, pode causar radiação severa que pode causar a morte."
buffRadiation03UntreatedName,Envenenamento por radiação (estágio 3)
buffRadiation03UntreatedTooltip,Você está sofrendo de envenenamento por radiação. Tome um remédio azul da Prússia para ligar os isótopos de radiação e eliminá-los do seu corpo.
buffRadiation04GetBetterDesc,Você tem um envenenamento por radiação de estágio 4 tratado
buffRadiation04GetBetterName,Envenenamento por radiação tratado (estágio 4)
buffRadiation04UntreatedDesc,"Você tem envenenamento por radiação.\n\nTrate-o com o remédio Azul da Prússia.\n\nSe não for tratado, pode causar radiação severa que pode causar a morte."
buffRadiation04UntreatedName,Envenenamento por radiação (estágio 4)
buffRadiation04UntreatedTooltip,Você está sofrendo de envenenamento por radiação. Tome um remédio azul da Prússia para ligar os isótopos de radiação e eliminá-los do seu corpo.
buffRadiation05GetBetterDesc,Você tem um envenenamento por radiação de estágio 5 tratado
buffRadiation05GetBetterName,Envenenamento por radiação tratado (estágio 5)
