Key,brazilian
ammo45BulletHP,"HiPower .45 Munição"
ammo45BulletHPDesc,"Uma bala de .45 usada como munição de arma de fogo. Pode ser fabricada em uma bancada de trabalho."
ammo556mmBulletAP,"AP 5.56mm Munição"
ammo556mmBulletAPDesc,"Uma bala de 5.56mm usada como munição de arma de fogo. Pode ser fabricada em uma bancada de trabalho."
ammo556mmBulletBall,"5.56mm Munição"
ammo556mmBulletBallDesc,"Uma bala de 5.56mm usada como munição de arma de fogo. Pode ser fabricada em uma bancada de trabalho."
ammo556mmBulletHP,"HiPower 5.56mm Munição"
ammo556mmBulletHPDesc,"Uma bala de 5.56mm usada como munição de arma de fogo. Pode ser fabricada em uma bancada de trabalho."
ammoArrowAluminiumChromeAP,"Flecha de Alumínio de Cromo (Munição)"
ammoArrowAluminiumChromeAPDesc,"Flechas com ponta de cromo causam mais dano e voam mais reta.\nSegure para recarregar para usar munição alternativa."
ammoArrowAluminiumTungstenAP,"Flecha de Alumínio de Tungstênio (Munição)"
ammoArrowAluminiumTungstenAPDesc,"Flechas com ponta de tungstênio causam mais dano e voam mais reta.\nSegure para recarregar para usar munição alternativa."
ammoArrowChromeAP,"Flecha de Cromo (Munição)"
ammoArrowFiberChromeAP,"Flecha de Fibra de Carbono de Cromo (Munição)"
ammoArrowFiberChromeAPDesc,"Flechas com ponta de cromo causam mais dano e voam mais reta.\nSegure para recarregar para usar munição alternativa."
ammoArrowFiberTungstenAP,"Flecha de Fibra de Carbono de Tungstênio (Munição)"
ammoArrowFiberTungstenAPDesc,"Flechas com ponta de tungstênio causam mais dano e voam mais reta.\nSegure para recarregar para usar munição alternativa."
ammoArrowTungstenAP,"Flecha de Tungstênio (Munição)"
ammoBundle45BulletAP,"Caixa de .45 AP Munição (75)"
ammoBundle45BulletBall,"Caixa de .45 Munição (75)"
ammoBundle45BulletHP,"Caixa de .45 HP Munição (75)"
ammoBundle556mmBulletAP,"Caixa de AP 5.56mm Munição (120)"
ammoBundle556mmBulletBall,"Caixa de 5.56mm Munição (120)"
ammoBundle556mmBulletHP,"Caixa de HP 5.56mm Munição (120)"
ammoChromeArrowsSchematic,"Diagrama de Flechas de Cromo"
ammoCrossbowBoltAluminiumChromeAP,"Virote de Alumínio de Cromo (Munição)"
ammoCrossbowBoltAluminiumChromeAPDesc,"Um virote com ponta de cromo para o arco cross. Segure para recarregar para usar munição alternativa."
ammoCrossbowBoltAluminiumTungstenAP,"Virote de Alumínio de Tungstênio (Munição)"
ammoCrossbowBoltAluminiumTungstenAPDesc,"Um virote com ponta de tungstênio para o arco cross. Segure para recarregar para usar munição alternativa."
ammoCrossbowBoltChromeAP,"Virote de Cromo para Arco Cross (Munição)"
ammoCrossbowBoltFiberChromeAP,"Virote de Fibra de Carbono de Cromo (Munição)"
ammoCrossbowBoltFiberChromeAPDesc,"Um virote com ponta de cromo para o arco cross. Segure para recarregar para usar munição alternativa."
ammoCrossbowBoltFiberTungstenAP,"Virote de Fibra de Carbono de Tungstênio (Munição)"
ammoCrossbowBoltFiberTungstenAPDesc,"Um virote com ponta de tungstênio para o arco cross. Segure para recarregar para usar munição alternativa."
ammoCrossbowBoltTungstenAP,"Virote de Tungstênio para Arco Cross (Munição)"
ammoTable,"Prensa de Munição"
ammoTableDesc,"A prensa de munição é uma maneira mais eficiente de fabricar munição em maiores quantidades. Também pode ser usada para desmontar munição."
ammoTableSchematic,"Diagrama da Prensa de Munição"
ammoTungstenArrowsSchematic,"Diagrama de Flechas de Tungstênio"
applianceTable,"Mesa de Eletrodomésticos"
applianceTableDesc,"Coloque todos os seus eletrodomésticos nesta mesa para facilitar o acesso."
AquaFireRH,"Fogo de cor aqua com fumaça"
AquaFireRHDesc,"Uma chama de cor aqua e fumaça queimando"
areaRug01,"Tapete de Área 1"
areaRug02,"Tapete de Área 2"
areaRug03,"Tapete de Área 3"
armorBench,"Bancada de Armadura"
armorBenchDesc,"Bancadas de armadura são usadas para fazer armaduras e roupas. Elas também podem ser usadas para fazer couro de forma eficiente."
armorBenchSchematic,"Diagrama da Bancada de Armadura"
armoredChestInsecureXLRH,"Baú Blindado (Aberto) XL"
armoredChestInsecureXLRHDesc,"A maior e mais segura maneira de armazenar seus itens."
armoredChestXLRH,"Baú Blindado XL (Armazenamento)"
armorHazmatArmoredBoots,"Botas do Wasteland (Blindadas)"
armorHazmatArmoredDesc,"Esta peça hazmat não só protege contra radiação verde do Wasteland, mas também oferece alguma proteção contra zumbis.\n\nVocê precisa de todas as 4 peças para estar protegido contra radiação."
armorHazmatArmoredGloves,"Luvas do Wasteland (Blindadas)"
armorHazmatArmoredHelmet,"Capacete do Wasteland (Blindado)"
armorHazmatArmoredOutfit,"Traje do Wasteland (Blindado)"
armorHazmatArmoredSchematic,"Receita do Traje Blindado do Wasteland"
armorHazmatBoots,"Botas Hazmat"
armorHazmatDesc,"Esta peça hazmat não só protege contra radiação verde de T5 Pois, mas também oferece alguma proteção contra zumbis.\n\nVocê precisa de todas as 4 peças para estar protegido contra radiação."
armorHazmatGloves,"Luvas Hazmat"
armorHazmatHelmet,"Capacete Hazmat"
armorHazmatOutfit,"Traje Hazmat"
armorHazmatSchematic,"Receita do Traje Blindado Hazmat"
armorHazmatT2GroupDesc,"Esta peça hazmat reforçada não só protege contra radiação no Wasteland, mas também oferece alguma proteção contra zumbis.\n\nVocê precisa de todas as 5 peças para estar protegido contra radiação."
ATBBJamSandwichDesc,"Um simples sanduíche de pão com recheio de geleia de mirtilo doce para ajudar a recuperar de um longo dia"
ATBerryTeaDesc,"Um chá quente e curativo feito de mirtilos"
ATBlueberryJamDesc,"Doce geleia de mirtilo feita de frutas processadas. Talvez muito doce sozinha"
ATBlueberrySodaDesc,"Um refrigerante carbonatado refrescante feito de mirtilos"
ATBlueberrySpongeDesc,"Bolo esponjoso com um recheio de geleia de mirtilo muito doce. Um reforço tanto para o corpo quanto para a alma."
ATCarbonatedWaterDesc,"Água carbonatada que é refrescante e útil para a digestão"
ATCoffeeCakeDesc,"Este bolo oferece as propriedades energéticas do café enquanto ainda é delicioso"
ATColdDrinkDesc,"Bebidas geladas ajudam você a sobreviver melhor em ambientes quentes."
ATColdDrinkName,"Bebida Fria"
ATCornChipsDesc,"Chips de milho fritos crocantes que fazem um ótimo lanche entre fazer estragos"
ATCornGritsDesc,"Uma panela quente de mingau de milho fervido com gordura animal"
ATCustardPieDesc,"Crosta de torta amanteigada recheada até a borda com um denso creme."
ATEggSaladDesc,"Uma salada básica de ovo feita com ovos cozidos. Batata cozida e molho de óleo"
ATEnergyTabletDesc,"Tabletes energéticos são ótimos para tirá-lo de situações difíceis. No entanto, você pode se tornar dependente deles."
ATEnergyTabletName,"Impulso de Energia"
ATEnergyTabletTooltip,"Que impulso!"
ATFrenchToastDesc,"Pão embebido em ovos que foi frito. Simples, mas saboroso"
ATFriedEggDesc,"Um simples ovo frito com gema mole. O componente principal de um bom café da manhã"
ATFriedMeatDesc,"Carne frita em uma cobertura de fubá"
ATFriedMushroomsDesc,"Cogumelos inteiros revestidos de fubá e fritos. Um lanche muito recheado"
ATFudgeDesc,"Fudge açucarado que derrete na boca e destrói os dentes. Você não precisava desses molares de qualquer maneira"
ATHashbrownDesc,"Um pequeno triângulo de batata frita desfiada. Um ótimo lanche"
ATHoneyGlazedMeatDesc,"Carne assada com uma cobertura de mel profundo"
ATIcedCoffeeDesc,"Um energético café gelado que ajuda a proteger contra o calor enquanto permanece tão hidratante quanto a versão quente"
ATKvassSodaDesc,"Refrigerante de kvass feito de pão de milho fermentado para torná-lo gaseificado. Um refrigerante muito básico"
ATMashPotatoDesc,"Este pesado pote de purê de batata aveludado poderia ser uma refeição por si só"
ATMeatAndBeerPieDesc,"Crosta de torta rica e salgada com recheio de carne e cerveja. Verdadeiramente um banquete digno dos melhores"
ATMixedTeaDesc,"Um refrescante chá de ervas misturado que ajuda a proteger contra o calor"
ATMushroomPieDesc,"Crosta salgada e amanteigada recheada até a borda com cogumelos"
ATPopcornDesc,"Milho estourado - o favorito dos frequentadores de cinema. Um lanche básico entre refeições"
ATRockCandyBlueberryDesc,"Balas de rocha com sabor de mirtilo que são saborosas e darão a você um impulso de açúcar"
ATRockCandyDesc,"Docinho sem sabor feito principalmente de açúcar. Vai lhe dar um grande impulso de açúcar"
ATSpongeCakeDesc,"Bolo esponjoso denso com cobertura de açúcar por cima."
ATSugarExtractDesc,"Você teria que estar desesperado para comer açúcar cru. Usado em refrigerantes"
ATSugarRushDesc,"Uma leve adrenalina da quantidade de açúcar que você acabou de comer. Isso permite que você corra um pouco mais rápido"
ATSugarRushName,"Impulso de Açúcar"
ATSugarRushTooltip,"Isso foi muito açúcar."
attactionskills,"Habilidades de Ação"
attActionSkillsDesc,"As Habilidades de Ação Aumentarão À Medida Que Você As Usar."
attActionSkillsName,"Atributo: Habilidades de Ação"
atttier5,"Habilidades Nível 5"
atttier5Desc,"Acompanhe o progresso do seu livro de habilidades especial dos Territórios Desolados e Nível 5 aqui."
ATVodkaDesc,"Água de batata fermentada e destilada que melhorará suas trocas. Isso realmente faz efeito"
ATVodkaDrunkDesc,"Aquele negócio queima. Você se sente mais falante"
ATYuccaChipsDesc,"Um punhado de chips de yucca cortados em fatias"
ATYuccaJamDesc,"Surpreendentemente salgado enquanto ainda é doce. A geleia de yucca é feita de frutas de yucca processadas"
ATYuccaJamSandwichDesc,"Um simples sanduíche de pão com recheio de geleia de yucca salgada que ajuda a eliminar até mesmo as mais fortes dores de fome"
ATYuccaSpongeDesc,"Bolo esponjoso doce e fofinho com um recheio de geleia de yucca um tanto salgada. Extremamente recheado"
automaticsT1-1,"Nível 1: M60 Metralhadora [DECEA3]Melhorada[-]"
automaticsT2-1,"Nível 2: Metralhadora [FFB800]Bulldog[-]"
autoWorkbench,"Bancada de Mecânico"
autoWorkbenchDesc,"A bancada de mecânico pode ser usada para consertar veículos e criar novos passeios para cruzar o apocalipse."
autoWorkbenchSchematic,"Diagrama da Bancada de Mecânico"
backpack5Slot,"Mochila de Viajante"
backpack5SlotDesc,"Mochila especial que desbloqueia slots extras para sua mochila.\n[a0ff94]A última linha permanecerá bloqueada até você abrir todos os slots normais e comprar a Mochila Ultimate.[-]"
backpackRH,"Mochila"
backpackRHDesc,"Você encontrou uma mochila. Aprenda isso para desbloquear slots em seu inventário.\n[a0ff94]A última linha permanecerá trancada para sempre. Você pode acessar a última linha usando drogas.[-]"
bakingBook,"Cozinha Caseira Vol 4: Bolos da Fallen"
bakingBookDesc,"Desbloqueia produtos assados e suprimentos."
birdsNestEmptyRH,"Ninho de pássaro"
blacksmithForge,"Forja de Ferreiro"
blacksmithForgeDesc,"A forja de ferreiro é usada para derreter cobre e latão, bem como fazer receitas mais complexas."
blacksmithForgeSchematic,"Diagrama da Forja de Ferreiro"
blockcommand_debugcontrol_turnoffWater,"Desligando a água"
blockcommand_debugcontrol_turnonWater,"Ligando a água"
bookExperienceAdmin10000RH,"Dev: Livro de 10000 Experiências"
bookExperienceAdmin1000RH,"Dev: Livro de 1000 Experiências"
bookExperienceAdmin2000RH,"Dev: Livro de 2000 Experiências"
bookExperienceAdmin500000RH,"Dev: Livro de 500000 Experiências"
bookExperienceAdmin50000RH,"Dev: Livro de 50000 Experiências"
bookExperienceAdmin5000RH,"Dev: Livro de 5000 Experiências"
bookExperienceAdmin500RH,"Dev: Livro de 500 Experiências"
bookExperienceDesc,"Mod"
bookSkillPointsAdmin10RH,"Dev: Livro de 10 Pontos de Habilidade"
bookSkillPointsAdmin15RH,"Dev: Livro de 15 Pontos de Habilidade"
bookSkillPointsAdmin1RH,"Mod"
bookSkillPointsAdmin25RH,"Dev: Livro de 25 Pontos de Habilidade"
bookSkillPointsAdmin2RH,"Dev: Livro de 2 Pontos de Habilidade"
bookSkillPointsAdmin50RH,"Dev: Livro de 50 Pontos de Habilidade"
bookSkillPointsAdmin5RH,"Dev: Livro de 5 Pontos de Habilidade"
bookSkillPointsDesc,"Mod"
bowsT1-1,"Nível 1: Arco Recurvo"
bowsT1-2,"Nível 1: Besta Recurva"
bowsT1,"Arcos e Bestas Melhorados"
bowsT2-1,"Nível 2: Arco Composto Híbrido"
bowsT2-2,"Nível 2: Besta Composta Híbrida"
bowsT3-1,"Nível 3: Arco Composto [DECEA3]Melhorado[-]"
bowsT3-2,"Nível 3: Besta Composta [DECEA3]Melhorada[-]"
bowsT3-3,"Nível 3: Besta [FFB800]Mantis[-]"
brains,"Porção de Cérebros"
brainsDesc,"Este novo prato que aprendi a preparar graças ao Guia de Lector para Comer Feliz deve agradar meus convidados para o jantar. Agora, encontrar uma garrafa de bom Chianti"
breakfastBook,"Cozinha Caseira Vol 1: Carnes da Manhã dos Cavaleiros"
breakfastBookDesc,"Desbloqueia receitas relacionadas ao café da manhã."
breweryStation,"Cervejaria"
breweryStationDesc,"Fazer licor fermentado e cerveja."
breweryStationSchematic,"Diagrama da Cervejaria"
bucketConcreteEmpty,"Balde Vazio para Concreto"
bucketConcreteEmptyDesc,"Um balde vazio que você pode usar para fazer concreto uma vez cheio de água."
bucketConcreteRiverWater,"Balde de Concreto"
bucketConcreteRiverWaterDesc,"Um balde cheio que você pode usar para fazer concreto."
buffRadiationDesc,"A radiação presente vai te matar. Encontre um traje de proteção ou saia da área imediatamente."
buffRadiationName,"Radiação"
buffRadiationTooltip,"Você está em uma zona radiada!"
buffRadResistBiomeDesc,"Blindagem Hazmat eficaz contra [47e644ff]radiação localizada[-] além de [ced90080]radiação generalizada[-] que ocorre em expansões ao ar livre irradiadas, como a Zona de Exclusão de Chernobyl. A exposição sem [c67939ff]cobertura total[-] não é [c00000ff]recomendada[-]."
buffRadResistBiomeName,"Blindagem GenRad"
buffRadResistBiomeTooltip,"Você agora tem proteção total contra [ced900ff]radiação generalizada[-] e [47e644ff]radiação localizada[-]."
buffRadResistT5Desc,"Blindagem Hazmat eficaz apenas contra [47e644ff]radiação localizada[-] na proximidade imediata de um incidente, tipicamente contida a um único edifício ou complexo. A exposição sem [c67939ff]cobertura total[-] não é [c00000ff]recomendada[-]."
buffRadResistT5Name,"Blindagem LocRad"
buffRadResistT5Tooltip,"Você agora tem proteção total contra [47e644ff]radiação localizada[-]."
buffSToolsSkillLvl,"Você Avançou Um Nível na Habilidade de Ação de Ferramentas de Salvamento!"
buffWellnessDrinkDesc,"Você ganhou recentemente Bem-Estar e deve descansar antes de ganhar mais."
buffWellnessDrinkName,"Bem-Estar Recebido"
buffWellnessDrinkTooltip,"Você ganhou Bem-Estar."
buffWellnessFoodDesc,"Você ganhou recentemente Bem-Estar e deve descansar antes de ganhar mais."
buffWellnessFoodName,"Bem-Estar Recebido"
buffWellnessFoodTooltip,"Você ganhou Bem-Estar."
BVbillboard,"Outdoor de Veículos do Bdub"
canOfBerries,"Frutas Vermelhas em Lata do Ryper"
canOfBerriesDesc,"Quando você estiver exausto de um longo dia de caça às nozes, nada vai saciar sua sede como uma boa lata das frutas vermelhas do Ryper. Feitas com as frutas mais suculentas, essas frutas vão lhe dar aquele empurrão extra para sair e saltar de cabeça em um abismo inescapável."
canOfNuts,"Nozes em Lata do Ryper"
canOfNutsDesc,"Chegou a hora de uma boa dose das nozes do Ryper. Esses cajones em lata vão te encher nos lugares certos para que você possa voltar e coletar todas as barricadas que puder carregar. Melhor apreciadas quentes ao toque."
cantPutItemInRestrictedContainer,"Não é possível colocar itens neste contêiner"
CarPaint_AQUAMARINE,"Pintura de Veículo (Aguamarinha)"
CarPaint_AZURE,"Pintura de Veículo (Azul Celeste)"
CarPaint_BISQUE,"Pintura de Veículo (Bisque)"
CarPaint_BLACK,"Pintura de Veículo (Preta)"
CarPaint_BLUE_VIOLET,"Pintura de Veículo (Azul Violeta)"
CarPaint_BLUE,"Pintura de Veículo (Azul)"
CarPaint_BROWN,"Pintura de Veículo (Marrom)"
CarPaint_CHOCOLATE,"Pintura de Veículo (Chocolate)"
CarPaint_COPPER,"Pintura de Veículo (Cobre)"
CarPaint_CRIMSON,"Pintura de Veículo (Carmesim)"
CarPaint_CYAN,"Pintura de Veículo (Ciano)"
CarPaint_GOLD,"Pintura de Veículo (Dourada)"
CarPaint_GRAY,"Pintura de Veículo (Cinza)"
CarPaint_INDIGO,"Pintura de Veículo (Índigo)"
CarPaint_IVORY,"Pintura de Veículo (Marfim)"
CarPaint_JADE,"Pintura de Veículo (Jade)"
CarPaint_LAVENDER,"Pintura de Veículo (Lavanda)"
CarPaint_LIME_GREEN,"Pintura de Veículo (Verde Lima)"
CarPaint_LIME,"Pintura de Veículo (Lima)"
CarPaint_MAGENTA,"Pintura de Veículo (Magenta)"
CarPaint_ORANGE,"Pintura de Veículo (Laranja)"
CarPaint_ORCHID,"Pintura de Veículo (Orquídea)"
CarPaint_PINK,"Pintura de Veículo (Rosa)"
CarPaint_PURPLE,"Pintura de Veículo (Roxa)"
CarPaint_RASPBERRY,"Pintura de Veículo (Framboesa)"
CarPaint_RED,"Pintura de Veículo (Vermelha)"
CarPaint_ROYAL_BLUE,"Pintura de Veículo (Azul Royal)"
CarPaint_SALMON,"Pintura de Veículo (Salmão)"
CarPaint_SEA_GREEN,"Pintura de Veículo (Verde Mar)"
CarPaint_SILVER,"Pintura de Veículo (Prata)"
CarPaint_SKY_BLUE,"Pintura de Veículo (Azul Céu)"
CarPaint_SKY_PURPLE,"Pintura de Veículo (Roxo Céu)"
CarPaint_TAN,"Pintura de Veículo (Areia)"
CarPaint_TANGERINE,"Pintura de Veículo (Tangerina)"
CarPaint_TAUPE,"Pintura de Veículo (Taupe)"
CarPaint_TEAL,"Pintura de Veículo (Teal)"
CarPaint_TURQUOISE,"Pintura de Veículo (Turquesa)"
CarPaint_WHITE,"Pintura de Veículo (Branca)"
CarPaint_YELLOW,"Pintura de Veículo (Amarela)"
carPartDesc,"Uma peça de veículo usada na montagem de veículos."
carpetBlockVariantHelper,"Bloco de Tapetes e Carpetes"
carpetSchematic,"Diagrama de Tapetes e Carpetes"
casinoCoin,"Ficha de Cassino"
casinoCoinDesc,"Fichas de Cassino podem ser trocadas por Tellers!"
casinoCoinRH,"Fichas de Cassinho"
casinoCoinRHDesc,"Fichas podem ser usados para jogos de azar se você encontrar um bandido de um braço só. Teste sua sorte!"
casinoDesc,"Venham todos e tentem a sorte no Cassino do Mike! Não se preocupem com as fichas e cartas no bolso de trás do nosso dealer Dan."
challenge_hotrod_title,"Pedido do H0tr0d"
challengeAnimalInstincts,"Instintos Animais"
challengeAnimalInstinctsDesc,"Sobrevivência muitas vezes significa retornar às nossas raízes primais. Colha 100 peles de animais para provar sua habilidade de caça."
challengeAnimalInstinctsShort,"Colha 100 Peles de Animais"
challengeArtisticFlair,"Trilogia de Romero"
challengeArtisticFlair1,"Sadismo dos Anos 70"
challengeArtisticFlair1Desc,"A arte sobrevive mesmo nos tempos mais sombrios. Coloque 3 pôsteres de filmes para iluminar seu espaço de vida e manter o espírito humano vivo."
challengeArtisticFlair1Short,"Coloque 3 Pôsteres"
challengeArtisticFlair2,"Horror dos Anos 80"
challengeArtisticFlair2Desc,"A arte sobrevive mesmo nos tempos mais sombrios. Coloque 3 pôsteres de filmes para iluminar seu espaço de vida e manter o espírito humano vivo."
challengeArtisticFlair2Short,"Coloque 3 Pôsteres"
challengeArtisticFlairDesc,"A arte sobrevive mesmo nos tempos mais sombrios. Coloque 3 pôsteres de filmes para iluminar seu espaço de vida e manter o espírito humano vivo."
challengeArtisticFlairShort,"Coloque 3 Pôsteres"
challengeAutomatedEfficiency,"Sonho do Mecânico"
challengeAutomatedEfficiencyDesc,"Veículos podem economizar tempo e esforço. Forje e coloque 1 bancada de trabalho do mecânico para se locomover pelo apocalipse com estilo."
challengeAutomatedEfficiencyShort,"Forje e Coloque 1 Bancada de Trabalho do Mecânico"
challengeBasicStorageSolutions,"Soluções Básicas de Armazenamento"
challengeBasicStorageSolutionsDesc,"Em um mundo onde os recursos são escassos, o armazenamento adequado é crucial. Forje e coloque 5 blocos de armazenamento seguro para manter seus valores protegidos."
challengeBasicStorageSolutionsShort,"Forje e Coloque 5 Blocos de Armazenamento Seguro"
challengeBoneCollector,"Colecionador de Ossos"
challengeBoneCollectorDesc,"Não desperdice, não queira. Recolha 300 fragmentos de ossos para usar na fabricação."
challengeBoneCollectorShort,"Recolha 300 Fragmentos de Ossos"
challengeBuildingBricks,"Construção de Tijolos"
challengeBuildingBricksDesc,"Os tijolos são a base de qualquer estrutura robusta. Forje 100 tijolos para se preparar para futuros projetos de construção."
challengeBuildingBricksShort,"Forje 100 Tijolos"
challengeCampfireComfort,"Conforto da Fogueira"
challengeCampfireComfortDesc,"Uma fogueira fornece calor, luz e um meio de cozinhar alimentos. Forje e coloque 1 fogueira para melhorar suas chances de sobrevivência."
challengeCampfireComfortShort,"Forje e Coloque 1 Fogueira de Sobrevivência"
challengeCashItIn,"Troque por Dinheiro"
challengeCashItInDesc,"O dinheiro pode ter perdido seu valor, mas essas fichas não. Recolha 5000 Fichas de Caixa para testar sua sorte ou trocar por itens valiosos."
challengeCashItInShort,"Recolha 5000 Fichas de Caixa"
challengeClassicArcadeFan,"Fã de Arcade Clássico"
challengeClassicArcadeFanDesc,"Às vezes, você precisa de uma pausa da sobrevivência. Coloque 1 máquina de arcade para reviver a era de ouro dos jogos."
challengeClassicArcadeFanShort,"Coloque 1 Máquina de Arcade"
challengeComicBookCollector,"Colecionador de Quadrinhos"
challengeComicBookCollectorDesc,"Mesmo os super-heróis não puderam salvar o mundo, mas suas histórias continuam vivas. Reúna 2 quadrinhos para preservar um pedaço da cultura pop."
challengeComicBookCollectorShort,"Recolha 2 Quadrinhos"
challengeComposter,Crie uma Composteira
challengeComposterDesc,"Um [DECEA3]Composteira[-] é usado para decompor alimentos crus e materiais em decomposição. Usando o [DECEA3]Composto[-] que você pode fazer, a [DECEA3]Composteira[-] pode criar [DECEA3]Fertilizante[-] para suas plantações. \n\nCrie uma [DECEA3]Composteira[-] e coloque-a no chão do lado de fora."
challengeComposterShort,Crie e coloque uma composteira.
challengeCopperCollection,"Coleta de Cobre"
challengeCopperCollectionDesc,"Neste mundo pós-apocalíptico, o cobre é um recurso valioso. Colha 100 peças de cobre para provar sua capacidade de recursos."
challengeCopperCollectionShort,"Colha 100 Cobre"
challengeCraftArrowMaterials,Crie Materiais para Flecha
challengeCraftArrowMaterialsDesc,"Fazer flechas é mais complexo em Ravenhearst. Acesse o menu de fabricação e selecione [-][DECEA3]Ponta de Flecha de Pedra[-] e [DECEA3]Haste de Flecha[-] e fabrique-os."
challengeCraftArrowMaterialsShort,"Use pontas de flechas e hastes para fabricar flechas."
challengeCraftBeehive, Crie uma Colmeia
challengeCraftBeehiveDesc,"[DECEA3]Mel[-] é extremamente importante neste mundo. A melhor maneira de produzir mel é fazendo uma [DECEA3]Colmeia (Vazia)[-].\n\nCrie uma e então use [DECEA3]Abelhas[-] para convertê-la em uma [DECEA3]Colmeia (Colonizando)[-]. Com o tempo, a [DECEA3]Colmeia (Colonizando)[-] se tornará [DECEA3]Colmeia (Pronta)[-] e você pode saqueá-la por [DECEA3]Mel[-]. Este processo pode ser repetido."
challengeCraftBeehiveShort,Colete abelhas para fazer colmeias.
challengeCraftBow,"Crie Arcos e Flechas"
challengeCraftBowDesc,"[DECEA3]Armas[-] de longo alcance são ótimas para manter os [DECEA3]Inimigos[-] à distância. [DECEA3]Tiros na Cabeça[-] geralmente causarão mais [DECEA3]Dano[-], mas podem ser facilmente errados, então leve seu tempo para fazer cada tiro contar. [DECEA3]Mirar[-] na mira com [action:local:Secondary] consome [DECEA3]Estamina[-] em troca de maior [DECEA3]Precisão[-] e menos [DECEA3]Recuo[-]. \n\nAlgumas [DECEA3]Armas[-] têm mais de um tipo de [DECEA3]Munição[-]. Os tipos de munição possuem propriedades diferentes, como a capacidade de [DECEA3]Perfuração de Armadura[-] ou incender inimigos em [DECEA3]Fogo[-].\n\nEquipe a [DECEA3]Arma[-] e segure [action:permanent:Reload][action:local:Reload] para abrir o menu radial e visualizar e selecionar tipos de [DECEA3]Munição[-] para essa arma."
challengeCraftBowHint1,"[FFB400]Crie um [-][00FF00]Arco Primitivo[FFB400][-] e uma [-][00FF00]Flecha de Pedra[-][FFB400].[-]"
challengeCraftBowShort,"Crie um arco primitivo e flechas de pedra para atacar zumbis à distância."
challengeCraftBuildingBlocks,"Crie e Coloque Blocos de Construção"
challengeCraftBuildingBlocksDesc,"O [DECEA3]Menu de Formas[-] permite escolher entre milhares de formas personalizadas para [DECEA3]Construir[-] sua [DECEA3]Casa[-].\n\nPara acessar o [DECEA3]Menu de Formas[-], coloque um [DECEA3]Bloco de Construção[-] em seu [DECEA3]Cinto de Ferramentas[-], então segure [action:permanent:Reload] [action:local:Reload] e selecione o ícone de [DECEA3]Forma[-] no [DECEA3]Menu Radial[-]. \n\nOs [DECEA3]Ajuda de Variante[-] se comportam da mesma maneira, e permitem que você selecione objetos específicos para colocar no mundo a partir de um único [DECEA3]Bloco[-] segurado. \nGire os [DECEA3]Blocos[-] para frente com [action:local:Primary] e para trás com [action:permanent:Reload]. Coloque [DECEA3]Blocos[-] em um espaço livre com [action:local:Secondary].\n\nExistem várias opções avançadas do [DECEA3]Menu Radial[-] disponíveis segurando [action:local:Reload][action:permanent:Reload]."
